date,crime_level_sum,crime_count,weather_crime_count,violent_count,COP_count,gun_crime_count,dayofweek,day,month,year
2013-02-19,759,395,82,38.0,64.0,7.0,tuesday,19,2,2013
2013-02-20,684,376,61,31.0,55.0,4.0,wednesday,20,2,2013
2013-02-21,744,398,87,46.0,76.0,0.0,thursday,21,2,2013
2013-02-22,820,450,83,38.0,68.0,4.0,friday,22,2,2013
2013-02-23,811,409,100,45.0,66.0,4.0,saturday,23,2,2013
2013-02-24,734,374,86,47.0,80.0,3.0,sunday,24,2,2013
2013-02-25,751,411,84,44.0,74.0,4.0,monday,25,2,2013
2013-02-26,691,369,66,36.0,58.0,3.0,tuesday,26,2,2013
2013-02-27,804,415,96,46.0,74.0,3.0,wednesday,27,2,2013
2013-02-28,671,380,59,27.0,48.0,4.0,thursday,28,2,2013
2013-03-01,889,504,91,43.0,75.0,5.0,friday,1,3,2013
2013-03-02,763,401,94,43.0,57.0,2.0,saturday,2,3,2013
2013-03-03,709,375,80,42.0,58.0,4.0,sunday,3,3,2013
2013-03-04,771,401,92,49.0,71.0,3.0,monday,4,3,2013
2013-03-05,712,396,70,29.0,58.0,6.0,tuesday,5,3,2013
2013-03-06,718,393,68,38.0,57.0,4.0,wednesday,6,3,2013
2013-03-07,722,387,72,38.0,61.0,5.0,thursday,7,3,2013
2013-03-08,847,475,81,38.0,68.0,1.0,friday,8,3,2013
2013-03-09,740,380,88,51.0,72.0,0.0,saturday,9,3,2013
2013-03-10,617,337,62,34.0,52.0,3.0,sunday,10,3,2013
2013-03-11,694,377,82,42.0,61.0,2.0,monday,11,3,2013
2013-03-12,664,368,63,33.0,51.0,1.0,tuesday,12,3,2013
2013-03-13,859,469,96,47.0,79.0,2.0,wednesday,13,3,2013
2013-03-14,727,385,78,43.0,67.0,2.0,thursday,14,3,2013
2013-03-15,832,448,92,48.0,65.0,1.0,friday,15,3,2013
2013-03-16,729,401,79,35.0,63.0,1.0,saturday,16,3,2013
2013-03-17,840,417,104,70.0,86.0,3.0,sunday,17,3,2013
2013-03-18,708,368,79,43.0,52.0,1.0,monday,18,3,2013
2013-03-19,757,399,84,42.0,69.0,6.0,tuesday,19,3,2013
2013-03-20,708,396,72,29.0,54.0,6.0,wednesday,20,3,2013
2013-03-21,901,456,102,56.0,95.0,0.0,thursday,21,3,2013
2013-03-22,849,456,90,42.0,78.0,5.0,friday,22,3,2013
2013-03-23,895,451,108,66.0,81.0,3.0,saturday,23,3,2013
2013-03-24,775,408,91,47.0,72.0,2.0,sunday,24,3,2013
2013-03-25,742,391,84,44.0,64.0,0.0,monday,25,3,2013
2013-03-26,726,390,75,39.0,60.0,3.0,tuesday,26,3,2013
2013-03-27,752,417,74,33.0,64.0,2.0,wednesday,27,3,2013
2013-03-28,753,391,85,46.0,65.0,1.0,thursday,28,3,2013
2013-03-29,849,463,83,40.0,65.0,7.0,friday,29,3,2013
2013-03-30,688,352,79,40.0,58.0,5.0,saturday,30,3,2013
2013-03-31,745,358,115,64.0,85.0,5.0,sunday,31,3,2013
2013-04-01,769,408,79,41.0,58.0,0.0,monday,1,4,2013
2013-04-02,675,361,71,48.0,57.0,2.0,tuesday,2,4,2013
2013-04-03,605,323,66,35.0,56.0,1.0,wednesday,3,4,2013
2013-04-04,622,350,58,18.0,41.0,4.0,thursday,4,4,2013
2013-04-05,924,478,106,55.0,89.0,3.0,friday,5,4,2013
2013-04-06,861,447,116,50.0,72.0,1.0,saturday,6,4,2013
2013-04-07,747,391,90,55.0,73.0,6.0,sunday,7,4,2013
2013-04-08,612,342,70,33.0,55.0,6.0,monday,8,4,2013
2013-04-09,732,417,66,36.0,49.0,1.0,tuesday,9,4,2013
2013-04-10,695,381,58,34.0,43.0,0.0,wednesday,10,4,2013
2013-04-11,776,441,71,32.0,53.0,4.0,thursday,11,4,2013
2013-04-12,793,434,83,40.0,73.0,4.0,friday,12,4,2013
2013-04-13,768,406,94,41.0,76.0,2.0,saturday,13,4,2013
2013-04-14,739,378,89,47.0,77.0,2.0,sunday,14,4,2013
2013-04-15,729,413,61,33.0,49.0,4.0,monday,15,4,2013
2013-04-16,715,384,72,42.0,60.0,7.0,tuesday,16,4,2013
2013-04-17,782,419,78,43.0,65.0,1.0,wednesday,17,4,2013
2013-04-18,736,388,77,49.0,71.0,0.0,thursday,18,4,2013
2013-04-19,844,446,88,44.0,66.0,3.0,friday,19,4,2013
2013-04-20,827,449,77,41.0,55.0,2.0,saturday,20,4,2013
2013-04-21,754,395,88,46.0,66.0,2.0,sunday,21,4,2013
2013-04-22,764,417,73,35.0,65.0,7.0,monday,22,4,2013
2013-04-23,820,434,89,51.0,66.0,5.0,tuesday,23,4,2013
2013-04-24,855,455,91,50.0,76.0,4.0,wednesday,24,4,2013
2013-04-25,730,403,63,34.0,54.0,0.0,thursday,25,4,2013
2013-04-26,649,341,75,35.0,55.0,3.0,friday,26,4,2013
2013-04-27,861,451,98,45.0,66.0,8.0,saturday,27,4,2013
2013-04-28,751,389,91,42.0,65.0,4.0,sunday,28,4,2013
2013-04-29,730,392,85,43.0,73.0,3.0,monday,29,4,2013
2013-04-30,675,389,65,29.0,48.0,1.0,tuesday,30,4,2013
2013-05-01,788,422,88,46.0,74.0,4.0,wednesday,1,5,2013
2013-05-02,756,399,81,46.0,70.0,5.0,thursday,2,5,2013
2013-05-03,750,401,87,47.0,62.0,4.0,friday,3,5,2013
2013-05-04,704,371,82,49.0,66.0,2.0,saturday,4,5,2013
2013-05-05,823,441,101,44.0,74.0,1.0,sunday,5,5,2013
2013-05-06,784,417,96,48.0,83.0,5.0,monday,6,5,2013
2013-05-07,880,457,98,60.0,88.0,2.0,tuesday,7,5,2013
2013-05-08,702,399,78,38.0,63.0,3.0,wednesday,8,5,2013
2013-05-09,863,474,76,49.0,68.0,2.0,thursday,9,5,2013
2013-05-10,793,440,81,44.0,65.0,3.0,friday,10,5,2013
2013-05-11,717,363,82,51.0,69.0,1.0,saturday,11,5,2013
2013-05-12,671,360,73,37.0,64.0,6.0,sunday,12,5,2013
2013-05-13,550,292,57,33.0,48.0,2.0,monday,13,5,2013
2013-05-14,604,337,57,32.0,57.0,2.0,tuesday,14,5,2013
2013-05-15,786,414,81,48.0,74.0,2.0,wednesday,15,5,2013
2013-05-16,769,413,89,41.0,64.0,3.0,thursday,16,5,2013
2013-05-17,905,475,100,56.0,65.0,5.0,friday,17,5,2013
2013-05-18,744,383,89,54.0,81.0,6.0,saturday,18,5,2013
2013-05-19,914,463,115,72.0,103.0,5.0,sunday,19,5,2013
2013-05-20,787,425,81,44.0,67.0,6.0,monday,20,5,2013
2013-05-21,719,394,76,39.0,59.0,7.0,tuesday,21,5,2013
2013-05-22,693,385,65,31.0,64.0,7.0,wednesday,22,5,2013
2013-05-23,715,375,80,43.0,69.0,1.0,thursday,23,5,2013
2013-05-24,909,497,80,38.0,67.0,2.0,friday,24,5,2013
2013-05-25,731,385,86,45.0,67.0,3.0,saturday,25,5,2013
2013-05-26,833,441,109,52.0,76.0,3.0,sunday,26,5,2013
2013-05-27,583,334,56,27.0,49.0,3.0,monday,27,5,2013
2013-05-28,758,404,79,43.0,64.0,4.0,tuesday,28,5,2013
2013-05-29,686,378,61,35.0,58.0,1.0,wednesday,29,5,2013
2013-05-30,657,375,64,26.0,43.0,1.0,thursday,30,5,2013
2013-05-31,768,424,71,36.0,59.0,1.0,friday,31,5,2013
2013-06-01,930,477,116,68.0,91.0,4.0,saturday,1,6,2013
2013-06-02,674,357,84,45.0,63.0,3.0,sunday,2,6,2013
2013-06-03,797,425,96,49.0,75.0,4.0,monday,3,6,2013
2013-06-04,666,372,68,32.0,65.0,3.0,tuesday,4,6,2013
2013-06-05,611,349,46,22.0,39.0,4.0,wednesday,5,6,2013
2013-06-06,657,375,56,29.0,51.0,2.0,thursday,6,6,2013
2013-06-07,858,432,106,57.0,81.0,2.0,friday,7,6,2013
2013-06-08,653,349,66,43.0,58.0,0.0,saturday,8,6,2013
2013-06-09,655,346,71,42.0,58.0,5.0,sunday,9,6,2013
2013-06-10,718,408,65,32.0,62.0,1.0,monday,10,6,2013
2013-06-11,812,444,90,45.0,69.0,6.0,tuesday,11,6,2013
2013-06-12,734,416,68,30.0,57.0,3.0,wednesday,12,6,2013
2013-06-13,759,392,94,50.0,67.0,3.0,thursday,13,6,2013
2013-06-14,789,424,95,35.0,63.0,4.0,friday,14,6,2013
2013-06-15,703,353,80,48.0,65.0,1.0,saturday,15,6,2013
2013-06-16,729,364,96,55.0,74.0,2.0,sunday,16,6,2013
2013-06-17,738,382,105,55.0,77.0,2.0,monday,17,6,2013
2013-06-18,807,424,83,53.0,76.0,5.0,tuesday,18,6,2013
2013-06-19,817,441,91,44.0,71.0,6.0,wednesday,19,6,2013
2013-06-20,745,397,87,42.0,79.0,6.0,thursday,20,6,2013
2013-06-21,788,425,85,36.0,69.0,2.0,friday,21,6,2013
2013-06-22,703,359,81,50.0,65.0,1.0,saturday,22,6,2013
2013-06-23,701,375,85,36.0,69.0,7.0,sunday,23,6,2013
2013-06-24,706,376,76,35.0,59.0,4.0,monday,24,6,2013
2013-06-25,642,336,75,38.0,62.0,2.0,tuesday,25,6,2013
2013-06-26,772,403,84,53.0,87.0,1.0,wednesday,26,6,2013
2013-06-27,726,393,67,36.0,56.0,3.0,thursday,27,6,2013
2013-06-28,855,468,96,49.0,78.0,7.0,friday,28,6,2013
2013-06-29,884,459,123,62.0,105.0,6.0,saturday,29,6,2013
2013-06-30,1024,502,151,84.0,109.0,8.0,sunday,30,6,2013
2013-07-01,703,392,74,36.0,69.0,1.0,monday,1,7,2013
2013-07-02,671,389,54,31.0,56.0,4.0,tuesday,2,7,2013
2013-07-03,770,429,70,32.0,63.0,5.0,wednesday,3,7,2013
2013-07-04,674,357,85,45.0,71.0,1.0,thursday,4,7,2013
2013-07-05,728,404,76,36.0,60.0,5.0,friday,5,7,2013
2013-07-06,687,371,71,37.0,67.0,5.0,saturday,6,7,2013
2013-07-07,730,387,78,39.0,69.0,6.0,sunday,7,7,2013
2013-07-08,684,395,56,22.0,44.0,2.0,monday,8,7,2013
2013-07-09,715,407,62,23.0,56.0,3.0,tuesday,9,7,2013
2013-07-10,697,392,69,31.0,55.0,2.0,wednesday,10,7,2013
2013-07-11,619,343,61,29.0,55.0,5.0,thursday,11,7,2013
2013-07-12,786,420,74,36.0,52.0,4.0,friday,12,7,2013
2013-07-13,783,402,95,42.0,67.0,3.0,saturday,13,7,2013
2013-07-14,711,387,90,35.0,64.0,5.0,sunday,14,7,2013
2013-07-15,733,398,81,39.0,67.0,4.0,monday,15,7,2013
2013-07-16,757,424,76,31.0,60.0,4.0,tuesday,16,7,2013
2013-07-17,782,441,71,33.0,61.0,2.0,wednesday,17,7,2013
2013-07-18,767,417,75,34.0,55.0,3.0,thursday,18,7,2013
2013-07-19,797,436,78,32.0,61.0,5.0,friday,19,7,2013
2013-07-20,663,363,64,29.0,49.0,3.0,saturday,20,7,2013
2013-07-21,767,382,89,54.0,72.0,5.0,sunday,21,7,2013
2013-07-22,826,440,80,36.0,54.0,4.0,monday,22,7,2013
2013-07-23,760,403,78,29.0,47.0,2.0,tuesday,23,7,2013
2013-07-24,825,442,83,45.0,69.0,4.0,wednesday,24,7,2013
2013-07-25,740,402,69,26.0,54.0,4.0,thursday,25,7,2013
2013-07-26,882,473,75,37.0,70.0,3.0,friday,26,7,2013
2013-07-27,838,448,93,38.0,67.0,4.0,saturday,27,7,2013
2013-07-28,905,455,105,60.0,78.0,4.0,sunday,28,7,2013
2013-07-29,820,423,84,47.0,66.0,1.0,monday,29,7,2013
2013-07-30,780,426,90,37.0,79.0,1.0,tuesday,30,7,2013
2013-07-31,806,429,85,45.0,69.0,1.0,wednesday,31,7,2013
2013-08-01,853,469,91,41.0,71.0,5.0,thursday,1,8,2013
2013-08-02,805,432,79,37.0,60.0,3.0,friday,2,8,2013
2013-08-03,830,424,101,58.0,87.0,5.0,saturday,3,8,2013
2013-08-04,756,409,71,42.0,62.0,2.0,sunday,4,8,2013
2013-08-05,662,369,70,34.0,57.0,3.0,monday,5,8,2013
2013-08-06,654,373,62,25.0,50.0,5.0,tuesday,6,8,2013
2013-08-07,801,425,80,40.0,62.0,1.0,wednesday,7,8,2013
2013-08-08,730,398,73,32.0,62.0,6.0,thursday,8,8,2013
2013-08-09,872,491,82,35.0,67.0,12.0,friday,9,8,2013
2013-08-10,879,476,94,43.0,67.0,3.0,saturday,10,8,2013
2013-08-11,828,442,91,47.0,70.0,4.0,sunday,11,8,2013
2013-08-12,736,414,62,31.0,59.0,4.0,monday,12,8,2013
2013-08-13,734,399,71,42.0,67.0,6.0,tuesday,13,8,2013
2013-08-14,824,431,78,53.0,62.0,2.0,wednesday,14,8,2013
2013-08-15,853,465,81,39.0,70.0,6.0,thursday,15,8,2013
2013-08-16,906,500,97,47.0,74.0,4.0,friday,16,8,2013
2013-08-17,864,432,107,56.0,90.0,13.0,saturday,17,8,2013
2013-08-18,805,430,101,45.0,80.0,4.0,sunday,18,8,2013
2013-08-19,852,464,81,45.0,78.0,5.0,monday,19,8,2013
2013-08-20,817,431,80,47.0,71.0,3.0,tuesday,20,8,2013
2013-08-21,769,426,71,35.0,54.0,5.0,wednesday,21,8,2013
2013-08-22,737,385,67,42.0,65.0,7.0,thursday,22,8,2013
2013-08-23,847,472,73,33.0,61.0,5.0,friday,23,8,2013
2013-08-24,761,388,77,48.0,64.0,5.0,saturday,24,8,2013
2013-08-25,835,421,107,53.0,81.0,3.0,sunday,25,8,2013
2013-08-26,818,429,91,50.0,79.0,2.0,monday,26,8,2013
2013-08-27,816,425,82,45.0,68.0,7.0,tuesday,27,8,2013
2013-08-28,748,406,67,31.0,55.0,8.0,wednesday,28,8,2013
2013-08-29,778,428,73,35.0,58.0,7.0,thursday,29,8,2013
2013-08-30,815,421,89,46.0,64.0,0.0,friday,30,8,2013
2013-08-31,752,404,77,31.0,42.0,5.0,saturday,31,8,2013
2013-09-01,900,469,113,60.0,83.0,5.0,sunday,1,9,2013
2013-09-02,683,366,77,40.0,62.0,3.0,monday,2,9,2013
2013-09-03,744,404,76,34.0,65.0,2.0,tuesday,3,9,2013
2013-09-04,840,464,85,39.0,71.0,4.0,wednesday,4,9,2013
2013-09-05,855,437,89,50.0,73.0,3.0,thursday,5,9,2013
2013-09-06,917,497,90,40.0,71.0,5.0,friday,6,9,2013
2013-09-07,915,474,109,53.0,74.0,7.0,saturday,7,9,2013
2013-09-08,846,425,101,58.0,86.0,5.0,sunday,8,9,2013
2013-09-09,830,438,76,43.0,70.0,5.0,monday,9,9,2013
2013-09-10,717,409,43,19.0,32.0,0.0,tuesday,10,9,2013
2013-09-11,974,509,99,47.0,73.0,5.0,wednesday,11,9,2013
2013-09-12,846,474,69,29.0,57.0,4.0,thursday,12,9,2013
2013-09-13,904,483,92,47.0,69.0,3.0,friday,13,9,2013
2013-09-14,790,420,75,33.0,54.0,3.0,saturday,14,9,2013
2013-09-15,832,424,81,47.0,70.0,4.0,sunday,15,9,2013
2013-09-16,800,421,81,49.0,62.0,1.0,monday,16,9,2013
2013-09-17,761,417,63,32.0,55.0,1.0,tuesday,17,9,2013
2013-09-18,876,470,85,44.0,74.0,1.0,wednesday,18,9,2013
2013-09-19,793,437,71,40.0,61.0,3.0,thursday,19,9,2013
2013-09-20,880,477,91,45.0,83.0,3.0,friday,20,9,2013
2013-09-21,744,394,68,39.0,61.0,3.0,saturday,21,9,2013
2013-09-22,756,373,99,61.0,86.0,5.0,sunday,22,9,2013
2013-09-23,905,454,107,61.0,85.0,6.0,monday,23,9,2013
2013-09-24,831,445,78,40.0,61.0,5.0,tuesday,24,9,2013
2013-09-25,935,516,82,39.0,59.0,4.0,wednesday,25,9,2013
2013-09-26,897,493,95,44.0,73.0,3.0,thursday,26,9,2013
2013-09-27,961,513,98,49.0,80.0,4.0,friday,27,9,2013
2013-09-28,866,464,97,46.0,65.0,4.0,saturday,28,9,2013
2013-09-29,801,414,97,52.0,76.0,7.0,sunday,29,9,2013
2013-09-30,793,441,84,36.0,67.0,7.0,monday,30,9,2013
2013-10-01,877,474,84,50.0,78.0,5.0,tuesday,1,10,2013
2013-10-02,844,474,86,44.0,77.0,4.0,wednesday,2,10,2013
2013-10-03,788,440,77,40.0,67.0,2.0,thursday,3,10,2013
2013-10-04,1005,538,112,58.0,75.0,2.0,friday,4,10,2013
2013-10-05,860,461,98,50.0,77.0,8.0,saturday,5,10,2013
2013-10-06,851,435,101,54.0,82.0,1.0,sunday,6,10,2013
2013-10-07,718,401,75,42.0,61.0,3.0,monday,7,10,2013
2013-10-08,739,412,65,36.0,63.0,0.0,tuesday,8,10,2013
2013-10-09,812,431,81,43.0,67.0,0.0,wednesday,9,10,2013
2013-10-10,801,432,81,41.0,60.0,3.0,thursday,10,10,2013
2013-10-11,780,450,54,24.0,46.0,2.0,friday,11,10,2013
2013-10-12,634,350,65,22.0,42.0,3.0,saturday,12,10,2013
2013-10-13,676,378,63,32.0,49.0,3.0,sunday,13,10,2013
2013-10-14,768,411,74,32.0,63.0,11.0,monday,14,10,2013
2013-10-15,813,444,69,44.0,58.0,0.0,tuesday,15,10,2013
2013-10-16,745,417,85,42.0,68.0,5.0,wednesday,16,10,2013
2013-10-17,825,449,92,49.0,78.0,4.0,thursday,17,10,2013
2013-10-18,801,447,79,31.0,53.0,1.0,friday,18,10,2013
2013-10-19,821,434,91,44.0,67.0,4.0,saturday,19,10,2013
2013-10-20,771,408,82,45.0,57.0,3.0,sunday,20,10,2013
2013-10-21,872,472,90,49.0,66.0,1.0,monday,21,10,2013
2013-10-22,814,457,74,34.0,51.0,4.0,tuesday,22,10,2013
2013-10-23,796,439,83,42.0,67.0,0.0,wednesday,23,10,2013
2013-10-24,808,433,88,40.0,66.0,1.0,thursday,24,10,2013
2013-10-25,928,479,99,62.0,81.0,2.0,friday,25,10,2013
2013-10-26,852,447,91,49.0,70.0,1.0,saturday,26,10,2013
2013-10-27,850,411,105,65.0,86.0,3.0,sunday,27,10,2013
2013-10-28,765,437,71,27.0,54.0,8.0,monday,28,10,2013
2013-10-29,745,403,67,32.0,57.0,6.0,tuesday,29,10,2013
2013-10-30,777,413,83,49.0,70.0,4.0,wednesday,30,10,2013
2013-10-31,846,458,87,49.0,70.0,4.0,thursday,31,10,2013
2013-11-01,1060,574,107,62.0,103.0,5.0,friday,1,11,2013
2013-11-02,692,354,85,47.0,66.0,6.0,saturday,2,11,2013
2013-11-03,679,341,77,48.0,65.0,3.0,sunday,3,11,2013
2013-11-04,654,350,61,36.0,55.0,1.0,monday,4,11,2013
2013-11-05,729,395,73,37.0,53.0,2.0,tuesday,5,11,2013
2013-11-06,821,452,79,44.0,61.0,3.0,wednesday,6,11,2013
2013-11-07,663,365,69,27.0,55.0,4.0,thursday,7,11,2013
2013-11-08,690,389,58,27.0,36.0,1.0,friday,8,11,2013
2013-11-09,790,417,79,39.0,67.0,4.0,saturday,9,11,2013
2013-11-10,647,354,64,28.0,48.0,1.0,sunday,10,11,2013
2013-11-11,698,369,75,37.0,64.0,6.0,monday,11,11,2013
2013-11-12,982,507,106,60.0,81.0,2.0,tuesday,12,11,2013
2013-11-13,809,433,71,43.0,60.0,2.0,wednesday,13,11,2013
2013-11-14,758,407,69,43.0,62.0,2.0,thursday,14,11,2013
2013-11-15,749,420,63,34.0,49.0,2.0,friday,15,11,2013
2013-11-16,809,432,74,44.0,61.0,4.0,saturday,16,11,2013
2013-11-17,727,353,97,59.0,72.0,4.0,sunday,17,11,2013
2013-11-18,753,413,77,28.0,53.0,4.0,monday,18,11,2013
2013-11-19,662,357,67,29.0,51.0,3.0,tuesday,19,11,2013
2013-11-20,778,410,76,40.0,63.0,4.0,wednesday,20,11,2013
2013-11-21,752,410,54,35.0,55.0,0.0,thursday,21,11,2013
2013-11-22,780,425,75,46.0,67.0,5.0,friday,22,11,2013
2013-11-23,873,450,101,66.0,87.0,2.0,saturday,23,11,2013
2013-11-24,649,344,74,40.0,62.0,0.0,sunday,24,11,2013
2013-11-25,652,347,63,29.0,55.0,4.0,monday,25,11,2013
2013-11-26,663,375,56,24.0,45.0,3.0,tuesday,26,11,2013
2013-11-27,709,378,72,37.0,62.0,1.0,wednesday,27,11,2013
2013-11-28,560,298,71,37.0,66.0,1.0,thursday,28,11,2013
2013-11-29,691,382,55,27.0,46.0,4.0,friday,29,11,2013
2013-11-30,733,391,71,39.0,61.0,1.0,saturday,30,11,2013
2013-12-01,790,393,105,60.0,78.0,6.0,sunday,1,12,2013
2013-12-02,687,361,78,38.0,70.0,4.0,monday,2,12,2013
2013-12-03,773,419,92,45.0,74.0,5.0,tuesday,3,12,2013
2013-12-04,686,385,66,25.0,53.0,5.0,wednesday,4,12,2013
2013-12-05,712,393,68,32.0,48.0,1.0,thursday,5,12,2013
2013-12-06,743,373,88,50.0,72.0,3.0,friday,6,12,2013
2013-12-07,731,380,84,43.0,54.0,3.0,saturday,7,12,2013
2013-12-08,616,326,81,39.0,64.0,5.0,sunday,8,12,2013
2013-12-09,578,341,45,22.0,51.0,7.0,monday,9,12,2013
2013-12-10,678,367,57,36.0,57.0,3.0,tuesday,10,12,2013
2013-12-11,706,387,68,39.0,57.0,9.0,wednesday,11,12,2013
2013-12-12,648,352,54,24.0,29.0,0.0,thursday,12,12,2013
2013-12-13,691,378,62,30.0,54.0,5.0,friday,13,12,2013
2013-12-14,722,376,75,38.0,60.0,7.0,saturday,14,12,2013
2013-12-15,716,358,72,50.0,64.0,4.0,sunday,15,12,2013
2013-12-16,749,404,79,39.0,57.0,3.0,monday,16,12,2013
2013-12-17,790,415,90,52.0,74.0,5.0,tuesday,17,12,2013
2013-12-18,754,403,84,38.0,67.0,7.0,wednesday,18,12,2013
2013-12-19,765,403,75,43.0,66.0,2.0,thursday,19,12,2013
2013-12-20,774,404,83,44.0,63.0,1.0,friday,20,12,2013
2013-12-21,612,320,62,34.0,47.0,7.0,saturday,21,12,2013
2013-12-22,625,317,78,41.0,55.0,3.0,sunday,22,12,2013
2013-12-23,378,184,46,25.0,47.0,1.0,monday,23,12,2013
2013-12-24,292,162,18,6.0,18.0,0.0,tuesday,24,12,2013
2013-12-25,306,148,39,20.0,27.0,2.0,wednesday,25,12,2013
2013-12-26,434,241,35,17.0,29.0,1.0,thursday,26,12,2013
2013-12-27,729,391,66,31.0,49.0,2.0,friday,27,12,2013
2013-12-28,802,423,80,39.0,58.0,3.0,saturday,28,12,2013
2013-12-29,717,371,85,36.0,53.0,4.0,sunday,29,12,2013
2013-12-30,697,368,74,36.0,63.0,3.0,monday,30,12,2013
2013-12-31,724,380,93,49.0,65.0,2.0,tuesday,31,12,2013
2014-01-01,855,434,122,66.0,87.0,5.0,wednesday,1,1,2014
2014-01-02,676,385,58,28.0,46.0,3.0,thursday,2,1,2014
2014-01-03,723,411,72,27.0,56.0,1.0,friday,3,1,2014
2014-01-04,673,356,75,40.0,63.0,6.0,saturday,4,1,2014
2014-01-05,598,307,70,34.0,43.0,0.0,sunday,5,1,2014
2014-01-06,715,387,73,39.0,59.0,5.0,monday,6,1,2014
2014-01-07,668,356,69,40.0,59.0,2.0,tuesday,7,1,2014
2014-01-08,818,428,87,46.0,65.0,2.0,wednesday,8,1,2014
2014-01-09,714,384,64,41.0,55.0,2.0,thursday,9,1,2014
2014-01-10,801,452,71,33.0,56.0,3.0,friday,10,1,2014
2014-01-11,722,388,78,40.0,59.0,6.0,saturday,11,1,2014
2014-01-12,671,361,67,32.0,63.0,1.0,sunday,12,1,2014
2014-01-13,770,394,94,54.0,80.0,4.0,monday,13,1,2014
2014-01-14,809,449,59,30.0,57.0,4.0,tuesday,14,1,2014
2014-01-15,810,440,78,39.0,67.0,4.0,wednesday,15,1,2014
2014-01-16,915,485,88,58.0,77.0,1.0,thursday,16,1,2014
2014-01-17,727,416,49,24.0,49.0,2.0,friday,17,1,2014
2014-01-18,819,438,86,47.0,60.0,6.0,saturday,18,1,2014
2014-01-19,776,384,101,58.0,82.0,3.0,sunday,19,1,2014
2014-01-20,711,383,73,33.0,55.0,4.0,monday,20,1,2014
2014-01-21,671,373,64,30.0,53.0,3.0,tuesday,21,1,2014
2014-01-22,784,417,74,44.0,64.0,4.0,wednesday,22,1,2014
2014-01-23,758,418,72,38.0,62.0,2.0,thursday,23,1,2014
2014-01-24,827,459,79,45.0,66.0,4.0,friday,24,1,2014
2014-01-25,868,462,98,46.0,77.0,5.0,saturday,25,1,2014
2014-01-26,737,397,77,39.0,57.0,5.0,sunday,26,1,2014
2014-01-27,768,420,74,28.0,58.0,2.0,monday,27,1,2014
2014-01-28,704,378,76,32.0,61.0,1.0,tuesday,28,1,2014
2014-01-29,677,367,63,34.0,51.0,2.0,wednesday,29,1,2014
2014-01-30,688,370,61,34.0,51.0,3.0,thursday,30,1,2014
2014-01-31,643,351,64,28.0,47.0,4.0,friday,31,1,2014
2014-02-01,810,437,96,52.0,85.0,9.0,saturday,1,2,2014
2014-02-02,688,353,91,56.0,82.0,3.0,sunday,2,2,2014
2014-02-03,698,382,67,30.0,56.0,3.0,monday,3,2,2014
2014-02-04,716,386,80,33.0,60.0,5.0,tuesday,4,2,2014
2014-02-05,756,422,66,30.0,57.0,4.0,wednesday,5,2,2014
2014-02-06,691,382,66,28.0,48.0,2.0,thursday,6,2,2014
2014-02-07,753,400,78,40.0,65.0,3.0,friday,7,2,2014
2014-02-08,672,376,65,36.0,60.0,1.0,saturday,8,2,2014
2014-02-09,643,348,74,38.0,62.0,3.0,sunday,9,2,2014
2014-02-10,744,438,70,21.0,59.0,1.0,monday,10,2,2014
2014-02-11,668,364,70,34.0,45.0,0.0,tuesday,11,2,2014
2014-02-12,836,468,86,36.0,62.0,1.0,wednesday,12,2,2014
2014-02-13,735,414,64,40.0,64.0,0.0,thursday,13,2,2014
2014-02-14,967,503,107,57.0,80.0,5.0,friday,14,2,2014
2014-02-15,902,462,109,53.0,80.0,6.0,saturday,15,2,2014
2014-02-16,714,369,91,47.0,72.0,3.0,sunday,16,2,2014
2014-02-17,706,400,68,29.0,58.0,3.0,monday,17,2,2014
2014-02-18,797,428,81,51.0,66.0,0.0,tuesday,18,2,2014
2014-02-19,724,391,70,39.0,53.0,0.0,wednesday,19,2,2014
2014-02-20,715,376,78,46.0,68.0,3.0,thursday,20,2,2014
2014-02-21,811,452,72,38.0,54.0,5.0,friday,21,2,2014
2014-02-22,752,402,80,37.0,57.0,1.0,saturday,22,2,2014
2014-02-23,653,358,67,30.0,62.0,2.0,sunday,23,2,2014
2014-02-24,688,368,78,42.0,55.0,3.0,monday,24,2,2014
2014-02-25,675,381,52,25.0,47.0,3.0,tuesday,25,2,2014
2014-02-26,679,372,67,33.0,55.0,2.0,wednesday,26,2,2014
2014-02-27,815,411,96,58.0,79.0,2.0,thursday,27,2,2014
2014-02-28,709,379,74,47.0,64.0,6.0,friday,28,2,2014
2014-03-01,781,418,85,50.0,67.0,0.0,saturday,1,3,2014
2014-03-02,703,375,79,38.0,60.0,4.0,sunday,2,3,2014
2014-03-03,717,375,82,47.0,69.0,2.0,monday,3,3,2014
2014-03-04,754,409,81,40.0,67.0,3.0,tuesday,4,3,2014
2014-03-05,735,411,71,34.0,60.0,1.0,wednesday,5,3,2014
2014-03-06,841,463,83,51.0,70.0,2.0,thursday,6,3,2014
2014-03-07,805,454,73,36.0,64.0,1.0,friday,7,3,2014
2014-03-08,783,408,89,51.0,81.0,6.0,saturday,8,3,2014
2014-03-09,698,367,80,40.0,60.0,2.0,sunday,9,3,2014
2014-03-10,717,390,65,37.0,54.0,4.0,monday,10,3,2014
2014-03-11,690,391,60,29.0,42.0,2.0,tuesday,11,3,2014
2014-03-12,772,416,69,41.0,53.0,2.0,wednesday,12,3,2014
